Disease_Class,Geopolitical_Zone,Eco_Zone,Soil_Type,Rainfall_mm,Temperature_C,Relative_Humidity_Pct,Nitrogen_Level_ppm,Phosphorus_Level_ppm,Potassium_Level_ppm,Insect_Vector_Count,Leaf_Symptom_Severity
Nutrient_Deficiency,South_South,Sudan_Savanna,Lateritic,765.2,25.9,49.4,22.7,8.9,42.8,2,3
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1367.7,28.8,53.4,76.3,46.4,123.3,0,1
Healthy,South_South,Derived_Savanna,Alluvial,1030.2,31.2,66.8,72.5,40.1,123.0,1,1
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,1355.0,24.7,75.0,71.8,43.7,151.9,1,1
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2104.2,31.1,86.9,90.0,45.0,180.0,3,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Sandy_Loam,987.7,28.6,51.7,100.0,55.0,220.0,26,3
Healthy,North_West,Derived_Savanna,Alluvial,1421.5,23.1,45.6,85.4,41.5,158.6,0,1
Viral_Mosaic,North_Central,Humid_Forest,Sandy_Loam,815.4,30.7,57.7,100.0,55.0,220.0,26,4
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2221.5,28.3,93.5,90.0,45.0,180.0,10,4
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,1223.8,33.6,68.5,100.0,55.0,220.0,9,5
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,1952.6,25.2,83.9,90.0,45.0,180.0,8,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Lateritic,1491.2,29.0,75.9,100.0,55.0,220.0,20,3
Healthy,South_West,Humid_Forest,Alluvial,1178.1,26.9,65.2,73.8,40.4,211.9,0,1
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1108.4,28.0,63.9,100.0,55.0,220.0,19,3
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1341.6,29.2,64.3,100.0,35.8,146.7,0,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,1998.6,31.4,88.9,90.0,45.0,180.0,11,4
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Sandy_Loam,1041.7,32.0,57.6,100.0,55.0,220.0,5,5
Nutrient_Deficiency,South_East,Sudan_Savanna,Clay_Loam,975.1,35.5,58.5,12.3,10.3,33.6,1,2
Healthy,North_Central,Humid_Forest,Alluvial,1246.8,27.9,59.1,60.0,47.0,144.0,0,1
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,730.5,33.9,73.5,100.0,55.0,220.0,8,4
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1293.1,27.1,60.7,82.1,45.2,192.8,0,1
Bacterial_Wilt,North_Central,Sudan_Savanna,Clay_Loam,1454.6,32.9,54.4,100.0,55.0,220.0,6,5
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Lateritic,1294.6,31.9,79.1,100.0,55.0,220.0,9,5
Fungal_Blight,South_West,Humid_Forest,Lateritic,2033.0,28.1,85.5,90.0,45.0,180.0,7,4
Bacterial_Wilt,South_West,Humid_Forest,Lateritic,1336.6,31.6,50.0,100.0,55.0,220.0,3,5
Nutrient_Deficiency,North_East,Derived_Savanna,Lateritic,912.1,30.9,67.0,11.2,14.7,58.9,1,2
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1429.5,31.3,78.9,75.9,49.8,189.3,1,1
Healthy,South_West,Derived_Savanna,Alluvial,1485.5,31.7,67.6,76.7,38.6,152.9,2,1
Healthy,South_East,Humid_Forest,Clay_Loam,1551.3,27.4,64.7,92.4,41.8,168.9,0,1
Healthy,South_South,Derived_Savanna,Sandy_Loam,1243.8,26.4,63.3,82.4,33.5,195.3,0,1
Healthy,North_West,Derived_Savanna,Sandy_Loam,1516.7,29.2,59.1,87.0,34.6,154.3,1,1
Healthy,South_South,Humid_Forest,Sandy_Loam,1367.0,25.9,57.9,91.3,43.1,163.9,0,1
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1047.0,23.9,68.6,78.7,32.6,127.6,1,1
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Lateritic,1256.5,34.7,59.3,100.0,55.0,220.0,5,4
Nutrient_Deficiency,South_East,Derived_Savanna,Lateritic,600.0,31.4,54.3,20.0,8.2,47.5,2,2
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Alluvial,745.6,35.6,44.3,20.1,11.7,67.8,1,3
Healthy,South_West,Humid_Forest,Alluvial,610.1,30.7,52.2,80.1,31.2,192.4,1,1
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1560.7,26.7,48.8,88.5,39.8,166.3,0,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1850.4,26.2,83.5,90.0,45.0,180.0,14,5
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2072.8,28.3,92.9,90.0,45.0,180.0,2,4
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1154.7,25.8,57.5,83.3,38.3,179.9,0,1
Healthy,North_West,Southern_Guinea_Savanna,Sandy_Loam,1705.1,31.9,54.0,83.1,38.2,180.2,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,1101.7,30.7,71.6,100.0,55.0,220.0,35,3
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,600.0,33.2,61.5,17.5,13.6,55.0,0,3
Healthy,North_Central,Humid_Forest,Sandy_Loam,1346.1,30.5,71.7,68.8,36.7,220.0,0,1
Nutrient_Deficiency,South_South,Derived_Savanna,Lateritic,814.1,35.1,60.6,21.8,10.6,51.6,2,4
Bacterial_Wilt,South_West,Humid_Forest,Clay_Loam,1111.4,34.8,59.3,100.0,55.0,220.0,4,5
Fungal_Blight,South_West,Humid_Forest,Alluvial,2183.2,25.2,91.6,90.0,45.0,180.0,11,3
Healthy,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1269.8,29.0,54.9,73.6,42.6,150.7,1,1
Healthy,South_East,Derived_Savanna,Alluvial,1401.6,24.1,73.0,65.6,35.4,145.1,1,1
Bacterial_Wilt,South_East,Sudan_Savanna,Alluvial,1306.8,37.6,66.5,100.0,55.0,220.0,10,5
Healthy,North_East,Humid_Forest,Alluvial,1237.7,34.3,45.5,81.6,31.9,162.3,1,1
Bacterial_Wilt,South_East,Derived_Savanna,Clay_Loam,1659.8,33.7,70.8,100.0,55.0,220.0,6,5
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2022.1,31.0,91.2,90.0,45.0,180.0,9,4
Bacterial_Wilt,North_West,Southern_Guinea_Savanna,Sandy_Loam,1265.0,33.7,71.3,100.0,55.0,220.0,3,5
Nutrient_Deficiency,North_Central,Sudan_Savanna,Clay_Loam,977.9,24.9,56.3,20.3,14.5,59.9,0,4
Healthy,South_West,Derived_Savanna,Clay_Loam,1379.5,26.4,63.6,76.4,38.8,173.9,1,1
Viral_Mosaic,North_West,Humid_Forest,Sandy_Loam,1315.2,28.3,50.0,100.0,55.0,220.0,25,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2353.9,29.4,87.2,90.0,45.0,180.0,6,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,1817.1,30.8,91.1,90.0,45.0,180.0,6,5
Viral_Mosaic,North_West,Humid_Forest,Lateritic,724.3,33.3,59.8,100.0,55.0,220.0,20,2
Healthy,North_Central,Humid_Forest,Alluvial,1164.3,30.2,65.7,83.8,36.6,151.1,2,1
Healthy,North_West,Humid_Forest,Alluvial,1537.5,28.6,49.7,76.0,40.5,164.4,0,1
Healthy,North_East,Humid_Forest,Alluvial,1168.9,29.2,52.2,85.1,37.8,150.6,2,1
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2281.1,29.1,90.0,90.0,45.0,180.0,6,4
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,600.0,30.4,43.9,17.1,7.5,57.7,1,3
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Lateritic,1171.6,33.1,79.3,100.0,55.0,220.0,20,4
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1589.9,34.5,80.3,100.0,55.0,220.0,2,4
Fungal_Blight,South_South,Humid_Forest,Lateritic,2093.6,27.4,86.7,90.0,45.0,180.0,10,5
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1172.7,34.5,87.2,100.0,55.0,220.0,6,5
Nutrient_Deficiency,North_Central,Derived_Savanna,Lateritic,785.0,32.2,45.0,23.5,12.4,41.4,1,3
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,987.7,30.9,54.3,25.6,12.4,66.0,1,2
Nutrient_Deficiency,South_West,Sudan_Savanna,Sandy_Loam,930.1,30.9,49.4,27.3,10.5,43.1,2,2
Fungal_Blight,South_South,Derived_Savanna,Lateritic,1998.6,30.3,86.4,90.0,45.0,180.0,9,4
Fungal_Blight,South_South,Humid_Forest,Alluvial,2250.9,30.3,80.4,90.0,45.0,180.0,9,4
Healthy,South_West,Humid_Forest,Alluvial,1588.4,31.5,59.6,60.0,37.2,158.4,0,1
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1085.2,31.0,60.0,82.4,42.1,169.2,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,1164.5,25.7,69.0,100.0,55.0,220.0,20,3
Healthy,North_East,Derived_Savanna,Clay_Loam,1270.8,26.2,58.8,96.7,39.6,138.1,1,1
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Alluvial,756.6,33.6,69.5,100.0,55.0,220.0,3,4
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,1140.7,35.4,62.9,100.0,55.0,220.0,8,5
Healthy,North_Central,Southern_Guinea_Savanna,Sandy_Loam,968.7,30.7,70.4,75.0,39.1,157.7,0,1
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Lateritic,910.2,31.4,54.7,22.1,13.6,52.8,0,4
Fungal_Blight,South_East,Humid_Forest,Alluvial,2316.1,23.6,84.1,90.0,45.0,180.0,5,3
Healthy,North_West,Humid_Forest,Sandy_Loam,1353.5,27.5,49.7,97.8,41.7,220.0,1,1
Nutrient_Deficiency,South_East,Derived_Savanna,Lateritic,819.5,31.2,44.0,19.1,10.8,51.2,2,2
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,940.6,27.7,72.6,10.6,9.1,50.7,0,2
Healthy,North_East,Southern_Guinea_Savanna,Alluvial,738.6,25.8,60.6,60.4,38.7,155.3,2,1
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Sandy_Loam,1125.1,31.1,55.1,100.0,55.0,220.0,27,3
Healthy,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1767.6,32.2,57.1,81.8,41.5,121.8,1,1
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,1269.6,35.2,54.7,100.0,55.0,220.0,33,3
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Clay_Loam,935.7,29.6,67.2,15.5,11.8,34.3,2,4
Healthy,North_Central,Southern_Guinea_Savanna,Alluvial,1292.6,26.6,66.8,75.7,39.1,153.2,1,1
Fungal_Blight,South_West,Humid_Forest,Alluvial,1984.0,31.9,81.9,90.0,45.0,180.0,11,4
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1318.3,29.6,57.1,100.0,55.0,220.0,24,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,651.3,28.4,49.3,24.9,13.1,56.1,2,2
Healthy,South_South,Derived_Savanna,Sandy_Loam,1418.5,31.4,54.7,76.8,30.0,147.7,0,1
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1196.1,26.8,63.3,100.0,55.0,220.0,20,4
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,600.0,34.7,77.3,100.0,55.0,220.0,5,5
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1401.2,31.7,79.1,100.0,55.0,220.0,11,4
Viral_Mosaic,South_West,Humid_Forest,Clay_Loam,1387.5,26.2,73.1,100.0,55.0,220.0,31,3
Healthy,South_South,Derived_Savanna,Alluvial,1435.3,28.3,66.2,76.8,38.8,132.0,0,1
Viral_Mosaic,North_Central,Humid_Forest,Clay_Loam,1156.0,30.7,57.9,100.0,55.0,220.0,33,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,2216.6,31.1,92.7,90.0,45.0,180.0,12,5
Nutrient_Deficiency,South_East,Sudan_Savanna,Sandy_Loam,881.0,30.1,50.3,14.4,13.6,48.5,3,2
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,1800.0,30.1,85.6,90.0,45.0,180.0,8,4
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,1481.6,31.8,64.1,100.0,55.0,220.0,5,5
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2116.1,30.2,89.6,90.0,45.0,180.0,8,5
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,1306.2,30.0,84.4,100.0,55.0,220.0,7,5
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1124.9,31.3,74.0,100.0,55.0,220.0,23,3
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Sandy_Loam,1097.2,34.0,54.2,19.0,8.9,33.1,1,4
Viral_Mosaic,North_Central,Humid_Forest,Lateritic,1446.3,34.2,63.6,100.0,55.0,220.0,29,2
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1188.8,25.7,61.4,82.9,45.9,180.3,0,1
Healthy,North_East,Humid_Forest,Alluvial,1424.8,29.4,68.3,72.9,30.0,178.5,1,1
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1373.8,29.9,79.4,100.0,55.0,220.0,25,3
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1296.9,30.7,64.6,100.0,55.0,220.0,23,2
Healthy,North_Central,Derived_Savanna,Alluvial,1009.2,34.4,52.3,79.5,38.2,130.3,0,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2235.4,24.8,92.4,90.0,45.0,180.0,9,4
Viral_Mosaic,North_Central,Humid_Forest,Alluvial,984.6,30.5,77.7,100.0,55.0,220.0,22,3
Fungal_Blight,South_East,Humid_Forest,Lateritic,1914.2,28.4,83.1,90.0,45.0,180.0,12,4
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Lateritic,1021.0,32.5,61.9,100.0,55.0,220.0,4,5
Healthy,North_Central,Derived_Savanna,Clay_Loam,1507.4,22.5,63.9,85.7,31.6,188.6,0,1
Bacterial_Wilt,North_West,Derived_Savanna,Clay_Loam,1542.8,36.3,51.1,100.0,55.0,220.0,5,5
Fungal_Blight,South_East,Derived_Savanna,Clay_Loam,2088.7,24.2,82.9,90.0,45.0,180.0,7,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,1139.5,25.7,62.4,100.0,55.0,220.0,26,2
Bacterial_Wilt,South_South,Derived_Savanna,Alluvial,892.5,32.8,68.3,100.0,55.0,220.0,9,4
Healthy,South_East,Humid_Forest,Sandy_Loam,1326.7,27.7,62.2,84.1,36.7,154.5,0,1
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1003.0,27.1,53.7,91.1,39.3,164.3,1,1
Fungal_Blight,South_West,Derived_Savanna,Lateritic,2578.9,31.6,90.5,90.0,45.0,180.0,8,4
Healthy,North_Central,Derived_Savanna,Alluvial,1043.4,31.1,54.3,94.3,37.6,199.8,0,1
Viral_Mosaic,North_Central,Humid_Forest,Sandy_Loam,1186.9,27.6,64.5,100.0,55.0,220.0,30,2
Bacterial_Wilt,South_East,Humid_Forest,Clay_Loam,1293.8,37.5,76.1,100.0,55.0,220.0,6,4
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Alluvial,711.9,27.0,72.1,25.5,12.8,54.4,0,3
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1436.2,32.1,55.7,100.0,55.0,220.0,17,3
Bacterial_Wilt,South_West,Humid_Forest,Clay_Loam,1330.2,32.5,89.0,100.0,55.0,220.0,3,4
Bacterial_Wilt,North_East,Derived_Savanna,Sandy_Loam,673.8,33.5,77.9,100.0,55.0,220.0,7,4
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Lateritic,600.0,26.0,67.2,17.8,6.4,30.0,1,2
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1461.0,31.6,54.7,100.0,55.0,220.0,30,2
Healthy,North_Central,Derived_Savanna,Alluvial,1245.1,28.9,73.8,72.8,35.0,147.5,2,1
Healthy,North_West,Derived_Savanna,Alluvial,958.3,29.5,40.4,71.7,36.6,175.8,0,1
Fungal_Blight,South_West,Derived_Savanna,Alluvial,1828.3,27.7,92.1,90.0,45.0,180.0,5,3
Healthy,North_East,Humid_Forest,Clay_Loam,1664.9,23.7,57.2,80.3,48.0,169.6,0,1
Fungal_Blight,South_South,Humid_Forest,Alluvial,1800.0,31.0,83.9,90.0,45.0,180.0,11,5
Healthy,South_East,Derived_Savanna,Sandy_Loam,1327.6,29.3,54.7,89.3,32.0,145.8,0,1
Nutrient_Deficiency,South_West,Sudan_Savanna,Lateritic,600.0,30.8,64.0,18.8,5.9,39.1,0,2
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2199.4,28.7,90.7,90.0,45.0,180.0,5,4
Fungal_Blight,South_South,Humid_Forest,Alluvial,1800.0,31.2,87.7,90.0,45.0,180.0,8,4
Fungal_Blight,South_East,Derived_Savanna,Lateritic,1800.0,31.6,85.7,90.0,45.0,180.0,6,5
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,884.0,30.2,61.2,100.0,55.0,220.0,29,4
Healthy,North_Central,Humid_Forest,Sandy_Loam,1089.8,29.9,60.8,74.8,32.6,157.5,0,1
Viral_Mosaic,South_West,Derived_Savanna,Alluvial,802.9,31.2,56.2,100.0,55.0,220.0,31,3
Bacterial_Wilt,North_Central,Humid_Forest,Clay_Loam,1123.1,31.7,89.0,100.0,55.0,220.0,2,4
Bacterial_Wilt,South_East,Humid_Forest,Sandy_Loam,652.3,31.4,53.6,100.0,55.0,220.0,1,4
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2724.6,28.1,84.4,90.0,45.0,180.0,5,3
Healthy,North_Central,Humid_Forest,Alluvial,883.7,27.3,60.3,80.7,32.4,173.6,0,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,1999.0,29.0,87.5,90.0,45.0,180.0,14,3
Healthy,North_Central,Derived_Savanna,Alluvial,1838.3,26.1,69.0,79.8,49.9,139.8,0,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2258.6,25.9,84.6,90.0,45.0,180.0,9,4
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2348.6,29.5,86.5,90.0,45.0,180.0,5,3
Healthy,South_East,Southern_Guinea_Savanna,Sandy_Loam,1056.8,29.3,62.3,95.9,33.8,175.6,2,1
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Sandy_Loam,1077.3,30.0,75.7,100.0,55.0,220.0,8,5
Bacterial_Wilt,South_East,Derived_Savanna,Clay_Loam,887.7,34.2,66.6,100.0,55.0,220.0,4,4
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2350.9,28.4,86.2,90.0,45.0,180.0,4,4
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,1154.3,31.6,67.7,100.0,55.0,220.0,24,3
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,631.7,32.0,63.9,100.0,55.0,220.0,23,3
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1677.6,31.4,71.4,100.0,55.0,220.0,2,4
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Sandy_Loam,644.2,36.5,62.0,100.0,55.0,220.0,5,4
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2152.0,28.9,84.4,90.0,45.0,180.0,6,4
Healthy,South_East,Humid_Forest,Sandy_Loam,1170.2,33.4,66.8,68.8,30.0,180.2,1,1
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,2139.7,31.3,84.6,90.0,45.0,180.0,7,5
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Clay_Loam,1401.2,30.7,61.3,100.0,55.0,220.0,3,4
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,941.5,37.6,51.1,12.2,14.5,52.1,1,4
Healthy,South_West,Humid_Forest,Alluvial,1355.6,31.2,54.4,71.2,35.1,180.8,1,1
Fungal_Blight,South_East,Derived_Savanna,Alluvial,1800.0,27.1,87.9,90.0,45.0,180.0,3,4
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,2028.0,29.3,87.6,90.0,45.0,180.0,6,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,1931.8,30.3,90.6,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1659.8,36.0,60.0,100.0,55.0,220.0,5,5
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,1944.8,32.0,86.9,90.0,45.0,180.0,11,5
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2262.3,28.8,88.2,90.0,45.0,180.0,10,3
Nutrient_Deficiency,South_West,Sudan_Savanna,Clay_Loam,933.7,33.7,61.4,17.7,6.8,65.8,1,2
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1302.3,31.7,62.5,100.0,55.0,220.0,31,4
Nutrient_Deficiency,South_South,Southern_Guinea_Savanna,Lateritic,912.6,23.4,55.0,23.8,12.5,40.4,0,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Sandy_Loam,632.3,33.4,42.3,23.6,13.1,46.1,1,3
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,1182.1,22.0,60.4,100.0,55.0,220.0,27,2
Nutrient_Deficiency,South_South,Southern_Guinea_Savanna,Clay_Loam,827.1,31.1,54.8,15.2,7.0,45.9,1,3
Nutrient_Deficiency,South_South,Sudan_Savanna,Sandy_Loam,786.2,28.7,43.5,23.0,13.2,70.0,0,2
Bacterial_Wilt,South_West,Humid_Forest,Clay_Loam,1486.8,34.5,72.3,100.0,55.0,220.0,5,5
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,1187.3,31.7,51.6,100.0,55.0,220.0,17,4
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1628.0,30.2,75.3,100.0,55.0,220.0,27,2
Bacterial_Wilt,North_West,Derived_Savanna,Lateritic,1175.3,34.4,56.7,100.0,55.0,220.0,3,5
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1109.9,34.9,77.2,100.0,55.0,220.0,4,5
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,867.4,32.6,52.1,23.7,9.4,59.5,1,3
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1004.5,30.0,70.1,100.0,55.0,220.0,5,5
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,831.1,29.7,62.2,22.9,15.0,54.9,0,3
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,713.1,30.2,51.5,16.0,9.3,52.6,1,4
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,1300.2,33.9,66.8,100.0,55.0,220.0,4,5
Fungal_Blight,South_South,Humid_Forest,Lateritic,2299.9,31.4,85.5,90.0,45.0,180.0,4,3
Healthy,North_East,Southern_Guinea_Savanna,Clay_Loam,1349.0,25.6,65.3,61.0,44.1,171.8,0,1
Bacterial_Wilt,North_West,Humid_Forest,Clay_Loam,1169.4,34.7,51.2,100.0,55.0,220.0,4,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2271.1,29.0,85.9,90.0,45.0,180.0,4,3
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1064.2,34.6,54.1,100.0,55.0,220.0,17,3
Fungal_Blight,South_South,Humid_Forest,Lateritic,1909.9,28.2,88.5,90.0,45.0,180.0,5,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,666.5,28.9,59.4,25.6,8.5,56.5,1,4
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,1460.1,26.0,76.8,80.7,37.9,163.5,0,1
Healthy,South_East,Derived_Savanna,Sandy_Loam,1049.6,28.2,82.4,82.1,41.9,189.0,0,1
Bacterial_Wilt,South_West,Derived_Savanna,Clay_Loam,983.2,32.5,75.4,100.0,55.0,220.0,7,5
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2459.0,29.6,84.8,90.0,45.0,180.0,12,5
Fungal_Blight,South_West,Humid_Forest,Alluvial,2282.0,27.0,95.0,90.0,45.0,180.0,10,4
Fungal_Blight,South_West,Humid_Forest,Lateritic,1875.9,30.1,93.0,90.0,45.0,180.0,10,4
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1170.0,34.7,79.3,100.0,55.0,220.0,6,4
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Lateritic,879.0,36.8,63.6,12.1,11.9,38.2,0,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,1508.1,27.3,70.0,100.0,55.0,220.0,27,2
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1153.9,33.2,66.2,100.0,55.0,220.0,4,4
Healthy,South_East,Southern_Guinea_Savanna,Alluvial,1342.0,30.4,66.0,69.2,42.7,144.1,0,1
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,792.0,25.6,55.8,10.0,13.9,32.4,2,3
Healthy,South_East,Derived_Savanna,Sandy_Loam,1224.8,25.0,65.1,80.5,38.0,141.1,0,1
Healthy,North_East,Derived_Savanna,Sandy_Loam,1563.9,34.9,57.9,74.8,30.0,193.8,0,1
Fungal_Blight,South_South,Humid_Forest,Alluvial,2056.8,31.0,85.4,90.0,45.0,180.0,7,5
Bacterial_Wilt,North_East,Humid_Forest,Clay_Loam,1084.0,33.5,47.9,100.0,55.0,220.0,8,5
Fungal_Blight,South_West,Humid_Forest,Alluvial,2095.5,29.0,84.2,90.0,45.0,180.0,13,3
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2128.7,27.3,86.5,90.0,45.0,180.0,11,5
Nutrient_Deficiency,North_Central,Sudan_Savanna,Clay_Loam,778.8,33.0,67.7,25.1,12.2,60.4,0,3
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1019.7,30.3,60.9,72.8,32.2,133.0,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,740.1,26.8,85.2,100.0,55.0,220.0,31,3
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1791.1,31.6,49.1,100.0,55.0,220.0,12,3
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,633.8,27.1,57.1,13.7,13.9,36.2,2,3
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,1841.4,32.1,84.7,90.0,45.0,180.0,7,4
Healthy,North_Central,Derived_Savanna,Alluvial,1022.1,27.9,63.6,74.2,30.0,156.0,1,1
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1597.6,33.9,82.5,100.0,55.0,220.0,6,4
Bacterial_Wilt,North_West,Sudan_Savanna,Clay_Loam,600.0,32.2,78.0,100.0,55.0,220.0,5,5
Healthy,North_East,Southern_Guinea_Savanna,Clay_Loam,1295.2,25.5,61.9,75.1,40.6,139.3,1,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,807.6,31.5,66.9,100.0,55.0,220.0,27,3
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2223.9,27.8,86.5,90.0,45.0,180.0,5,4
