State,Latitude,Longitude,Temperature,Humidity,Soil_Moisture,Rainfall,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Disease_Class
,13.205441,9.506094,36.66,44.18,77.48,102.42,61.15,19.84,83.31,Bacterial Wilt
Benue,10.936125,11.219077,36.37,78.25,75.15,336.66,19.78,46.44,66.12,Bacterial Wilt
Benue,13.114213,13.783603,29.22,,63.36,442.24,43.55,82.42,27.19,Fungal Blight
,8.343945,13.490927,,57.13,46.43,371.82,31.84,52.08,46.43,Viral Mosaic
,8.775903,13.87987,28.37,46.66,24.3,394.01,56.57,85.78,58.48,Healthy
Ogun,12.581597,5.814229,32.42,87.56,48.17,193.85,85.9,40.77,85.92,Healthy
Benue,9.225444,4.513001,35.91,67.14,63.57,179.95,49.26,96.19,15.44,Healthy
Enugu,10.86551,6.476182,23.73,71.47,72.7,256.82,49.0,28.85,63.71,Nutrient Deficiency
,6.769556,13.293479,36.53,71.32,65.28,68.29,91.48,13.44,74.53,Bacterial Wilt
Ogun,8.520538,,34.67,62.58,23.67,,61.86,,98.01,Fungal Blight
,5.611049,12.882237,37.62,50.59,51.98,107.51,60.96,77.7,82.64,Healthy
,6.35382,4.265204,35.84,80.98,33.25,411.21,33.57,30.88,34.86,Nutrient Deficiency
Enugu,4.508491,13.895422,25.04,46.99,10.64,83.43,64.7,98.63,73.86,Healthy
Ogun,4.853385,7.868617,21.91,45.71,24.02,379.05,61.83,55.21,78.7,Fungal Blight
Cross River,13.295554,3.107068,22.02,79.06,17.93,110.79,,95.6,75.68,Viral Mosaic
Kebbi,6.681183,8.087528,,51.49,68.99,65.25,99.16,55.45,83.81,Nutrient Deficiency
Cross River,10.469796,3.529795,31.06,,28.1,337.8,89.37,52.47,,Healthy
Cross River,12.051897,,34.48,66.14,29.93,162.11,77.46,50.42,18.86,Healthy
Kaduna,9.455944,6.893371,36.19,64.71,77.2,335.8,58.36,40.14,19.43,Fungal Blight
Kaduna,5.878301,8.444502,31.23,78.97,36.54,272.03,51.59,58.03,81.68,Fungal Blight
Ogun,11.053048,10.051459,20.1,,10.67,93.52,26.64,,32.71,Bacterial Wilt
Benue,9.902263,12.991213,23.35,75.44,29.87,422.85,37.52,13.31,,Healthy
Cross River,11.081255,10.611868,21.8,79.27,18.35,230.93,79.66,33.44,46.11,Healthy
Kaduna,11.42772,7.991562,26.54,56.09,17.2,343.78,50.84,,83.79,Healthy
Kaduna,13.278693,12.42342,29.02,57.73,15.42,250.41,89.4,88.07,21.39,Nutrient Deficiency
Kaduna,9.66207,13.414195,20.78,64.09,51.53,291.74,23.31,63.9,,Fungal Blight
Ogun,7.57477,4.37724,26.27,56.91,23.25,171.11,55.75,78.73,10.33,Fungal Blight
Cross River,10.336181,9.117229,23.23,94.17,35.29,130.14,68.23,96.11,19.88,Bacterial Wilt
Cross River,5.115966,6.271888,,,70.34,267.03,,67.96,41.58,Bacterial Wilt
,12.576576,3.541204,28.36,49.06,39.7,226.09,90.03,98.43,17.52,Nutrient Deficiency
Benue,5.574429,10.688287,28.92,40.31,74.1,206.05,99.06,38.06,86.13,Nutrient Deficiency
Cross River,,12.921864,27.7,42.35,,319.03,20.43,26.76,87.77,Bacterial Wilt
Benue,11.841708,4.873381,,53.42,37.92,326.2,21.7,46.3,78.0,Healthy
Kaduna,9.875811,12.342757,23.87,,62.53,68.37,21.73,52.37,31.82,Viral Mosaic
Kaduna,8.04272,12.814051,29.3,69.33,15.12,185.5,71.31,90.58,57.09,Bacterial Wilt
Cross River,8.760921,13.514915,33.25,87.19,16.26,214.71,43.54,60.39,26.58,Nutrient Deficiency
Ogun,12.190927,6.050779,30.02,80.52,55.64,88.76,76.0,36.3,35.32,Nutrient Deficiency
Kebbi,7.560039,13.39546,36.72,51.86,44.09,144.36,46.49,76.84,56.44,Healthy
Enugu,12.326847,6.687622,26.8,61.96,65.33,70.66,66.48,55.52,76.15,Bacterial Wilt
Benue,,9.351887,28.35,67.93,74.14,448.5,79.29,24.59,18.52,Fungal Blight
Kebbi,11.491186,3.580836,21.59,84.56,37.19,344.62,59.34,61.91,36.7,Bacterial Wilt
Benue,12.127929,3.504633,30.96,86.15,51.75,84.98,58.56,92.03,93.4,Healthy
Enugu,6.136359,11.284292,25.19,90.03,45.05,58.1,17.94,85.84,48.62,Fungal Blight
Ogun,8.373119,8.11152,22.89,68.01,78.71,337.72,46.97,62.81,94.5,Nutrient Deficiency
Ogun,5.989498,5.947362,29.8,78.19,68.18,225.68,59.12,43.94,99.23,Healthy
Enugu,10.859437,5.189755,29.58,46.15,73.82,364.72,51.58,,57.4,Healthy
Kaduna,9.31813,10.704465,21.37,71.09,27.8,419.39,91.07,52.27,35.92,Nutrient Deficiency
Kebbi,10.21791,3.004618,32.57,53.68,64.08,,91.59,,81.17,Fungal Blight
Ogun,6.268383,12.267748,31.23,63.74,28.58,124.84,83.97,42.42,24.34,Healthy
,,3.91137,23.4,74.87,24.61,362.88,43.78,31.19,32.68,Fungal Blight
Kaduna,4.873476,5.202131,28.45,54.13,76.1,432.32,74.56,,80.64,Fungal Blight
Ogun,7.398608,7.441719,32.97,42.87,11.35,282.09,45.58,83.94,49.03,Healthy
Enugu,9.537702,8.575876,29.53,40.56,77.58,322.8,30.93,67.44,28.14,Nutrient Deficiency
Cross River,12.221414,7.082444,27.12,41.22,20.45,184.99,40.86,22.31,68.6,Healthy
Cross River,10.502347,6.68819,25.8,40.46,67.36,202.61,16.39,23.04,75.95,Viral Mosaic
Cross River,8.418567,14.085034,30.99,46.07,29.31,343.86,39.86,19.29,21.26,Healthy
Cross River,13.078081,10.378166,36.9,53.17,34.55,421.11,51.47,65.47,,Fungal Blight
Enugu,10.973207,3.269479,32.09,,25.17,301.6,95.99,20.4,29.91,Fungal Blight
Kebbi,12.871487,7.947023,21.35,94.27,,365.94,38.21,85.84,44.19,Viral Mosaic
Kaduna,9.248292,13.0626,28.29,56.83,34.37,118.65,91.22,99.37,78.71,Fungal Blight
Kebbi,6.830138,6.466746,36.03,47.01,,134.78,30.6,42.97,74.23,Healthy
Cross River,4.97544,,21.7,70.01,11.1,262.81,27.19,50.83,69.63,Healthy
Kaduna,11.034764,11.721425,37.8,87.19,14.51,120.62,56.71,74.05,10.57,Healthy
Ogun,5.591727,9.969159,37.08,77.29,16.98,304.0,70.53,,22.79,Nutrient Deficiency
Ogun,7.224976,9.558594,21.41,56.28,39.33,166.66,13.99,90.47,30.1,Fungal Blight
Enugu,9.292238,3.61613,36.8,70.89,67.04,366.61,29.9,15.18,34.48,Fungal Blight
Ogun,9.579749,,26.54,79.32,72.17,373.24,51.01,25.22,23.18,Bacterial Wilt
Enugu,,10.159318,35.2,80.05,27.14,,39.79,77.91,46.93,Healthy
Kebbi,5.996298,5.389974,27.53,76.66,50.21,122.32,74.14,72.0,16.77,Healthy
Ogun,7.917637,8.796806,27.94,87.89,63.79,308.71,56.0,21.99,77.5,Healthy
Enugu,10.054748,9.266139,31.42,87.86,30.22,447.11,24.43,55.19,80.89,Healthy
Cross River,13.22837,6.260333,33.94,71.84,38.63,299.04,90.5,80.27,61.68,Healthy
Cross River,11.04868,13.906889,20.61,63.64,46.68,,36.36,29.69,18.07,Fungal Blight
Benue,12.803434,12.688337,30.68,75.29,19.44,56.92,75.8,88.42,90.11,Fungal Blight
Enugu,11.359909,11.307295,23.36,85.0,11.82,,80.19,14.77,96.91,Viral Mosaic
Ogun,9.825453,3.896929,26.23,40.31,20.7,128.31,96.68,80.4,28.21,Fungal Blight
Benue,6.22821,4.220495,26.26,94.56,,375.22,54.87,65.42,73.42,Fungal Blight
Enugu,10.500171,8.666985,28.44,50.06,15.15,387.92,65.43,38.37,85.77,Viral Mosaic
Benue,,4.848204,26.01,65.86,23.28,153.45,40.14,74.88,58.59,Healthy
Cross River,9.922223,14.250053,21.93,87.96,33.65,180.26,71.04,80.41,39.1,Fungal Blight
Cross River,8.908073,4.822983,22.62,52.38,,144.5,51.7,94.05,53.07,Fungal Blight
Benue,9.257909,8.60588,20.6,66.22,23.42,413.35,49.39,43.1,56.1,Fungal Blight
Cross River,7.509983,7.187392,,47.29,73.79,251.06,86.99,71.74,46.06,Viral Mosaic
Ogun,9.173814,10.352944,37.18,61.73,11.35,,14.52,64.24,93.69,Fungal Blight
Ogun,6.278003,4.483919,22.08,49.74,55.74,216.19,89.38,57.27,76.95,Healthy
Kaduna,11.74657,7.948639,37.03,60.0,36.91,302.41,86.69,90.14,31.72,Fungal Blight
Ogun,6.171993,6.159108,33.2,60.54,57.09,204.34,55.57,10.29,62.7,Fungal Blight
Kaduna,5.264697,13.209143,31.47,94.62,51.21,185.87,54.12,35.39,71.98,Bacterial Wilt
Benue,8.426214,3.466736,31.61,94.71,25.64,303.79,,,22.61,Bacterial Wilt
Cross River,10.424767,13.507866,34.88,46.31,69.3,286.42,99.48,26.05,42.26,Healthy
Kaduna,8.439451,12.579433,21.92,79.93,44.44,167.41,20.01,,91.5,Fungal Blight
Kaduna,6.990787,6.422063,29.09,42.85,67.58,109.74,63.12,68.28,61.05,Healthy
,9.523541,,32.55,41.66,38.42,197.43,71.35,53.01,29.53,Nutrient Deficiency
Enugu,7.623021,3.358956,30.56,45.79,78.93,216.08,94.09,83.32,21.05,Fungal Blight
Kebbi,12.895809,14.118954,34.99,93.1,,301.47,80.22,50.58,56.64,Healthy
Kebbi,12.803806,9.055842,21.3,91.75,77.62,415.81,67.95,60.28,59.29,Bacterial Wilt
Enugu,9.021346,6.487732,32.43,50.67,46.0,64.47,20.51,10.25,40.1,Healthy
Cross River,7.450956,7.169707,29.61,48.89,43.16,147.46,43.64,42.91,66.74,Fungal Blight
Kaduna,,3.763662,26.82,53.23,62.88,127.49,22.5,22.49,16.18,Fungal Blight
Ogun,4.830416,14.377519,26.12,68.36,71.62,250.92,89.31,72.07,23.06,Fungal Blight
Ogun,8.772921,3.451857,,71.33,77.49,221.88,,53.11,,Fungal Blight
,,10.531432,,52.19,32.72,,78.18,37.16,15.56,Healthy
Cross River,12.784823,8.091463,28.93,81.61,65.91,146.97,68.7,52.1,89.28,Bacterial Wilt
Ogun,4.608027,13.912537,34.85,,24.75,287.8,55.63,28.87,22.79,Healthy
Benue,9.475334,,27.24,90.72,48.19,403.54,23.5,93.26,70.65,Fungal Blight
Benue,11.165972,9.118998,21.84,76.12,22.59,414.27,39.67,14.86,45.21,Nutrient Deficiency
Kebbi,,8.547096,21.11,64.0,34.32,433.51,22.32,87.89,45.98,Fungal Blight
Ogun,5.268627,11.082964,20.92,83.45,75.2,359.3,75.24,56.02,78.84,Fungal Blight
Cross River,13.252153,,,84.99,20.23,412.4,24.42,65.71,54.95,Viral Mosaic
,,5.228575,26.07,55.98,54.27,143.81,73.19,37.23,75.31,Healthy
Kaduna,10.027676,5.467495,32.92,58.68,51.51,129.03,,97.0,55.47,Healthy
Enugu,6.629488,11.488734,33.37,91.48,18.45,52.6,51.34,35.37,63.36,Viral Mosaic
Benue,8.851483,5.175095,20.92,49.06,32.82,332.74,22.17,63.0,78.46,Bacterial Wilt
Ogun,8.362345,9.595155,23.98,42.32,49.41,424.99,,99.41,64.66,Fungal Blight
Kebbi,,5.475304,24.94,64.97,23.1,124.77,38.81,89.3,65.41,Viral Mosaic
Kaduna,5.455443,12.908687,29.86,84.07,66.04,304.78,73.03,58.27,81.03,Fungal Blight
Enugu,12.037253,13.835133,22.6,82.44,78.05,348.58,20.24,99.13,,Fungal Blight
Enugu,6.65838,8.962669,22.41,90.57,25.03,421.05,84.62,73.12,43.9,Healthy
Cross River,6.254624,7.051552,36.99,69.33,23.08,308.74,78.49,28.78,61.94,Bacterial Wilt
Benue,9.044203,5.691664,34.48,45.5,41.85,438.12,26.77,46.5,,Healthy
Kebbi,11.418724,3.572482,23.25,72.38,62.34,187.87,74.72,40.1,42.29,Nutrient Deficiency
Ogun,5.057519,6.087751,27.32,82.81,29.71,189.97,70.17,40.96,47.08,Fungal Blight
Cross River,9.691271,10.523711,26.4,45.13,11.39,267.21,77.33,78.44,85.17,Bacterial Wilt
Cross River,5.572894,9.136595,34.24,49.5,47.89,203.4,27.0,62.58,56.21,Viral Mosaic
Ogun,4.828149,13.856475,29.18,40.68,76.96,50.57,24.18,13.43,75.8,Fungal Blight
Kaduna,4.974696,7.557189,22.3,72.65,37.39,342.71,31.28,88.97,11.71,Healthy
,12.007477,10.979428,33.3,88.77,39.41,350.69,42.93,36.71,,Healthy
Kebbi,,8.627212,27.14,76.89,77.82,348.79,81.43,99.74,91.12,Nutrient Deficiency
Ogun,4.906362,8.894626,24.73,,58.62,188.01,76.41,,30.19,Viral Mosaic
Enugu,8.441099,,26.76,43.47,60.34,258.92,93.29,94.65,12.84,Nutrient Deficiency
Enugu,12.095941,8.231934,28.96,89.67,49.39,193.99,15.28,,49.01,Healthy
Enugu,6.861675,8.414027,26.18,84.77,78.22,56.41,11.04,29.86,73.4,Healthy
Kaduna,8.295414,11.126389,24.35,57.28,58.22,274.98,72.92,57.94,50.9,Healthy
Ogun,4.859303,13.81736,27.17,93.54,72.65,,35.14,30.19,,Healthy
Benue,8.541707,6.787195,20.35,55.84,58.96,82.02,40.07,33.37,70.28,Nutrient Deficiency
Ogun,9.698518,3.485305,33.9,112.37,61.46,352.2,,64.99,32.89,Fungal Blight
Kebbi,9.638163,8.707394,23.08,88.44,30.33,53.8,19.22,13.68,77.67,Fungal Blight
,7.49184,9.261305,20.79,81.67,31.24,433.6,67.84,97.25,23.78,Fungal Blight
Kebbi,7.339799,4.937066,31.77,70.99,64.81,256.1,39.26,92.68,45.62,Healthy
Benue,5.459613,11.745343,33.93,46.6,30.77,443.21,66.94,44.27,69.04,Bacterial Wilt
Cross River,7.801185,14.326685,34.65,69.26,49.39,73.2,85.06,56.39,,Fungal Blight
Ogun,5.395452,13.876409,28.88,59.62,,,25.4,51.95,81.24,Fungal Blight
Kebbi,11.399364,5.266719,23.7,83.57,67.19,189.73,93.78,89.4,74.95,Fungal Blight
Enugu,,13.066677,33.27,81.7,17.74,387.39,57.76,71.97,42.32,Healthy
Ogun,13.23067,11.101677,32.59,90.08,,194.49,93.06,35.03,21.01,Fungal Blight
Benue,12.28564,8.219235,24.43,40.82,52.19,154.2,28.7,50.22,,Fungal Blight
Ogun,9.907129,9.217026,36.26,84.5,23.08,393.02,64.41,48.61,87.84,Healthy
Ogun,10.807791,12.770402,21.88,91.62,47.94,199.86,46.35,,,Nutrient Deficiency
Ogun,7.066852,8.521552,37.69,83.41,29.77,56.73,79.68,25.78,95.64,Fungal Blight
Kaduna,10.176934,7.291885,35.48,47.16,32.64,206.12,64.53,18.06,16.84,Bacterial Wilt
Benue,8.600846,8.672346,32.38,44.47,34.61,311.81,54.51,,58.31,Nutrient Deficiency
Cross River,8.838156,9.659993,,,14.43,151.74,,90.7,68.38,Healthy
Cross River,11.319989,5.174393,33.0,74.58,79.02,222.8,43.94,88.46,73.96,Viral Mosaic
Ogun,7.037265,13.360439,23.43,74.63,12.21,72.69,29.8,55.99,67.95,Healthy
Kebbi,7.362357,10.75315,27.96,94.28,56.37,285.24,64.73,69.38,79.3,Healthy
,12.821776,10.282593,21.29,61.89,35.99,352.52,66.16,60.7,42.35,Fungal Blight
Ogun,5.006019,,27.01,58.25,55.22,,49.52,16.25,26.15,Fungal Blight
,8.870709,9.948,33.35,74.34,34.94,218.09,53.79,63.63,28.41,Nutrient Deficiency
Enugu,12.715207,4.391048,26.96,85.41,,85.31,96.36,11.23,11.08,Fungal Blight
Cross River,9.993267,3.905023,25.95,91.52,61.05,130.78,75.94,39.25,41.53,Healthy
Enugu,9.417664,9.064075,30.72,84.17,58.34,111.87,19.95,93.91,,Viral Mosaic
Kebbi,6.747698,7.632034,35.7,63.47,,242.68,29.09,37.36,38.93,Healthy
Cross River,7.589479,9.771318,20.86,74.92,55.98,261.7,97.8,94.58,66.54,Bacterial Wilt
Cross River,12.168436,4.026055,26.94,87.1,29.6,429.58,75.38,32.51,90.5,Viral Mosaic
Benue,9.532963,7.956305,22.85,66.98,12.02,79.29,92.35,38.31,85.56,Healthy
Kaduna,9.13268,5.010047,32.52,51.92,39.04,289.95,37.35,66.56,32.74,Healthy
Cross River,5.396217,14.351651,21.9,49.33,40.35,260.6,76.77,78.55,22.07,Fungal Blight
Enugu,4.644253,9.453227,31.97,40.01,42.7,256.49,74.26,55.12,27.38,Fungal Blight
Benue,13.173167,10.905524,25.15,79.5,59.34,399.26,36.52,89.39,97.39,Healthy
,7.892876,6.74231,23.58,46.11,31.62,132.22,,13.62,59.45,Viral Mosaic
Enugu,9.928918,4.089498,36.85,53.41,32.07,66.31,66.47,93.0,26.43,Viral Mosaic
Enugu,5.217436,14.222515,20.33,56.38,14.24,318.91,53.3,27.67,85.67,Healthy
Enugu,10.648029,6.291979,27.88,70.82,,188.06,84.45,89.58,45.57,Viral Mosaic
Enugu,12.8931,7.873794,20.39,61.89,49.75,57.04,84.96,46.08,90.93,Healthy
Enugu,9.680987,10.473435,28.7,77.11,34.46,150.55,86.55,84.95,33.46,Viral Mosaic
Benue,5.635038,3.284019,29.02,43.06,59.36,173.73,82.31,70.45,45.39,Fungal Blight
Kaduna,9.735494,12.31798,25.79,46.82,47.62,296.74,53.93,25.83,55.45,Bacterial Wilt
Ogun,11.397125,9.170649,22.38,,42.85,119.03,44.33,92.62,90.34,Fungal Blight
Kebbi,8.157749,6.199498,26.77,58.53,45.79,215.22,84.82,32.1,88.19,Fungal Blight
Benue,,3.708492,32.1,,54.54,242.99,54.12,31.97,,Healthy
Benue,,4.868732,34.08,43.69,56.2,233.69,32.17,83.28,29.96,Fungal Blight
Kaduna,12.59324,13.292889,29.55,109.87,30.23,439.58,55.66,,46.3,Healthy
Cross River,10.111548,10.889279,30.62,78.05,19.85,68.2,22.77,,97.81,Healthy
Kebbi,5.681592,5.87387,23.61,46.69,20.96,430.39,72.25,55.33,64.7,Healthy
Kebbi,7.287225,3.754409,25.17,43.58,54.76,282.77,40.23,84.74,80.3,Viral Mosaic
Cross River,6.316155,10.942076,22.91,93.62,71.1,368.29,33.46,23.27,50.49,Healthy
Kaduna,12.679438,9.582689,24.49,77.46,38.66,222.16,96.09,59.29,57.88,Healthy
Kebbi,11.343601,7.651975,24.05,115.13,21.87,231.54,79.92,74.01,48.61,Healthy
Kaduna,10.587585,7.181532,29.35,78.6,62.96,,80.84,87.45,73.26,Healthy
Benue,,5.493364,30.13,81.6,68.27,408.37,66.13,94.2,86.63,Viral Mosaic
Kebbi,6.156403,10.700529,37.01,82.9,71.64,145.48,85.53,80.62,55.66,Fungal Blight
Ogun,11.30806,14.162682,23.52,66.28,52.48,129.7,78.32,68.75,53.28,Nutrient Deficiency
Benue,8.767422,5.020725,31.55,63.64,70.25,248.49,63.89,49.03,40.63,Fungal Blight
Enugu,6.532106,9.866841,34.71,40.61,11.08,410.11,96.5,20.09,25.94,Healthy
Cross River,10.049598,,,90.96,17.51,178.94,27.24,73.88,94.53,Healthy
Kaduna,4.863005,8.13692,24.59,73.18,16.48,310.81,94.9,99.35,38.45,Fungal Blight
Cross River,7.435532,,24.73,51.17,59.88,333.26,46.13,76.31,82.06,Viral Mosaic
Benue,8.717013,12.489051,20.71,90.58,14.87,361.47,57.56,11.5,74.38,Viral Mosaic
Cross River,5.831625,8.580439,25.5,90.32,44.75,275.57,21.05,54.66,81.18,Healthy
Cross River,13.36189,9.249167,33.4,94.41,43.09,210.98,58.61,,94.31,Healthy
Benue,6.381876,6.50475,20.86,88.07,31.75,,65.01,72.07,66.1,Viral Mosaic
Kebbi,5.673178,5.090797,23.95,94.88,70.93,294.53,,74.78,90.82,Nutrient Deficiency
Cross River,6.331814,3.987969,32.71,53.46,21.93,341.43,97.77,60.23,25.09,Fungal Blight
Enugu,11.42155,11.21237,34.09,86.32,34.67,187.99,96.98,30.1,66.4,Fungal Blight
Cross River,8.329551,5.256694,28.2,85.27,64.19,317.98,41.35,94.8,79.5,Healthy
Kaduna,9.588743,10.935867,32.57,52.7,12.13,153.12,99.21,72.7,34.45,Viral Mosaic
Ogun,4.689082,7.489329,26.98,45.41,57.11,148.04,50.99,31.32,76.67,Bacterial Wilt
,4.809882,7.78141,22.88,93.87,67.15,335.89,86.67,39.01,80.06,Fungal Blight
Enugu,8.51243,8.395541,27.17,56.28,75.26,258.56,29.47,,,Healthy
Benue,,7.228648,30.44,87.9,71.34,323.31,55.52,89.87,38.16,Bacterial Wilt
Cross River,12.46715,4.15713,37.06,40.23,32.36,,96.94,46.46,71.34,Healthy
Kebbi,,6.560766,21.24,41.16,51.05,289.49,95.23,13.45,37.38,Healthy
Benue,9.345268,10.632945,29.13,65.62,15.41,227.57,71.54,14.36,76.51,Bacterial Wilt
Benue,12.719067,10.656521,25.92,53.13,28.05,288.78,81.8,,51.67,Fungal Blight
Kaduna,,6.29158,29.15,77.94,16.6,166.35,25.88,66.62,63.78,Bacterial Wilt
Benue,11.966092,8.29118,20.43,71.11,32.06,336.18,74.95,62.58,47.43,Fungal Blight
Kebbi,5.703261,5.224643,25.63,44.26,71.26,372.37,65.62,67.04,24.58,Fungal Blight
Kebbi,,5.419279,34.76,116.25,34.3,,18.24,74.56,26.02,Healthy
Cross River,11.26281,3.265042,29.97,61.34,49.33,170.25,20.18,11.71,16.98,Viral Mosaic
Enugu,12.97201,13.312585,28.11,50.21,40.34,314.46,19.76,19.46,65.63,Healthy
Benue,10.589555,5.423127,25.14,83.57,42.12,328.23,,42.35,86.38,Nutrient Deficiency
Cross River,7.770635,5.61664,25.36,62.88,77.87,,22.75,,11.88,Viral Mosaic
Kaduna,,6.215416,26.9,45.14,30.73,323.08,52.1,16.78,15.96,Healthy
Kebbi,6.980101,4.465193,35.04,66.64,53.91,207.12,,67.69,51.17,Healthy
Ogun,7.489553,,37.41,,39.4,207.94,,83.38,76.39,Viral Mosaic
Enugu,10.807276,3.864144,27.9,47.09,14.28,151.93,73.58,,24.19,Viral Mosaic
Cross River,11.387847,4.543328,27.08,53.18,44.25,112.73,71.63,83.53,34.45,Healthy
Kaduna,12.864631,10.414702,35.24,87.27,66.93,327.03,56.4,69.93,30.88,Healthy
Ogun,6.343222,6.906097,27.68,90.85,16.91,87.28,51.79,76.18,45.91,Fungal Blight
Enugu,11.681982,11.1414,29.94,85.44,14.87,425.12,45.8,34.46,,Fungal Blight
Ogun,11.146914,9.410385,24.16,58.37,20.75,380.67,87.57,99.37,41.73,Nutrient Deficiency
Cross River,,5.944243,33.38,54.98,63.51,393.0,39.78,26.48,,Fungal Blight
,7.985008,10.484521,29.58,70.2,60.68,412.67,33.34,29.3,64.99,Fungal Blight
Kaduna,7.044889,4.337147,34.56,79.7,49.55,213.44,76.9,,17.31,Healthy
Enugu,7.240414,9.168719,34.05,94.64,,388.68,42.38,97.78,67.4,Healthy
Kaduna,13.346522,8.027203,23.87,,,113.22,86.23,98.95,52.94,Fungal Blight
Benue,,6.080546,32.88,42.71,63.67,58.66,39.51,81.54,94.11,Fungal Blight
Cross River,10.959085,9.946057,34.4,78.19,66.84,363.96,73.18,66.62,36.04,Healthy
Ogun,13.289559,13.020336,26.23,85.77,66.93,79.92,14.06,56.81,75.35,Fungal Blight
Benue,,14.487404,23.11,86.55,54.99,445.41,44.7,97.36,75.78,Healthy
Kebbi,11.716562,9.989272,20.05,77.32,42.06,319.92,40.89,72.61,29.94,Healthy
Enugu,8.410779,7.654118,28.12,92.47,70.53,351.38,83.5,95.03,91.29,Healthy
Cross River,12.325803,5.589882,26.34,,,148.32,97.03,38.49,,Healthy
Cross River,,5.956605,29.99,90.26,11.67,319.55,51.48,40.04,71.1,Bacterial Wilt
Kaduna,13.029176,8.513732,23.38,93.23,13.61,67.29,84.24,86.93,23.13,Healthy
,6.468945,,35.47,86.59,77.11,385.13,,23.49,,Fungal Blight
Ogun,7.435985,13.508867,24.64,57.04,29.4,117.85,97.06,95.13,,Nutrient Deficiency
Kaduna,11.30573,7.235398,24.08,50.79,71.14,,83.0,55.67,38.71,Viral Mosaic
Ogun,8.043796,7.294613,28.65,70.15,37.22,139.79,16.97,93.38,,Nutrient Deficiency
Cross River,9.973902,7.410647,28.98,64.92,18.34,77.38,74.2,40.31,43.66,Healthy
Cross River,8.501162,12.621132,23.87,88.28,15.63,242.6,58.19,74.44,67.65,Bacterial Wilt
Kaduna,11.181329,10.484066,24.89,45.5,20.96,117.71,11.48,53.46,53.84,Fungal Blight
Kebbi,6.554981,10.062942,23.05,54.18,27.49,341.78,32.62,66.41,10.41,Healthy
Kaduna,5.026122,6.842645,32.93,81.35,44.2,145.03,92.96,55.39,68.47,Healthy
Cross River,7.199365,12.405898,,45.22,59.1,186.99,93.35,97.04,47.99,Fungal Blight
Enugu,8.768778,3.441184,28.32,57.64,79.05,276.98,81.9,72.29,40.75,Fungal Blight
,6.01218,,32.85,61.29,40.91,163.99,98.36,32.62,18.47,Healthy
Benue,7.693176,8.896624,33.25,74.24,46.27,201.2,82.59,91.87,29.83,Bacterial Wilt
Ogun,8.099847,,22.49,48.7,46.53,376.25,10.92,36.46,30.14,Fungal Blight
Kebbi,5.016527,8.717424,37.39,87.33,47.76,,,43.44,94.18,Nutrient Deficiency
Kebbi,9.749765,10.675279,34.78,64.61,46.24,82.88,12.76,19.19,48.93,Healthy
Enugu,12.459091,3.146802,23.68,90.44,10.61,181.34,18.47,91.0,13.79,Bacterial Wilt
Ogun,5.865686,13.022846,23.35,65.73,10.12,219.75,29.7,35.75,,Healthy
Cross River,9.880272,8.137505,22.26,55.13,16.84,267.06,55.32,33.3,17.11,Viral Mosaic
Enugu,10.482653,6.944115,22.49,47.8,17.11,198.97,86.28,92.82,63.0,Viral Mosaic
Cross River,8.274012,4.589824,33.47,40.21,59.34,365.96,87.58,,26.8,Fungal Blight
Benue,10.809878,8.053852,28.45,69.27,24.34,65.73,65.46,22.7,54.87,Nutrient Deficiency
Cross River,8.196584,8.707712,34.09,45.89,72.63,222.71,,,43.31,Bacterial Wilt
Kaduna,9.041736,7.641937,33.43,,75.0,202.9,55.01,92.17,82.35,Fungal Blight
Ogun,4.566177,10.804591,30.88,72.41,78.31,,90.01,17.07,,Nutrient Deficiency
Benue,10.725481,7.84031,32.35,55.16,75.74,436.51,50.87,84.27,51.24,Healthy
,10.452084,14.056302,20.33,49.64,29.03,254.15,34.95,59.27,74.92,Bacterial Wilt
Kaduna,4.845608,9.891691,25.61,82.61,45.68,444.75,92.48,70.23,49.0,Fungal Blight
Cross River,7.814251,12.285996,31.48,92.07,22.28,,44.91,54.36,81.39,Viral Mosaic
Kebbi,13.311287,4.257593,20.17,45.52,66.43,62.35,55.31,72.8,69.55,Healthy
Kaduna,8.286629,7.56885,20.59,48.56,72.19,116.27,39.6,13.07,46.95,Healthy
Cross River,9.017509,6.873749,35.33,92.8,69.59,208.05,69.66,,55.36,Nutrient Deficiency
Kaduna,,9.549047,32.31,42.08,40.34,176.53,99.55,13.0,97.05,Viral Mosaic
Benue,10.955357,12.902805,24.78,93.77,63.11,88.82,12.3,,69.55,Healthy
Ogun,9.738631,3.90089,32.38,40.26,16.83,223.06,90.99,23.59,91.45,Nutrient Deficiency
Cross River,11.680242,3.83461,34.26,88.05,12.82,185.25,10.35,,26.09,Bacterial Wilt
Benue,12.279296,12.778654,25.52,56.9,62.73,99.05,42.78,38.23,53.49,Healthy
Kebbi,8.611993,5.447776,20.65,91.62,39.77,,25.17,50.87,91.78,Healthy
Benue,8.775975,10.690662,36.79,57.43,79.69,404.57,78.16,,39.04,Viral Mosaic
Benue,7.974458,9.243099,26.21,75.99,16.81,,14.55,79.53,97.09,Healthy
Kaduna,13.200355,12.578276,21.92,44.4,69.89,335.58,59.81,53.3,18.74,Fungal Blight
